date,Newspaper,Body Text,title
2024-04-06T22:01:04+0000,The New York Times,,"hillary clinton return to wellesley , but the homecoming is more complicated"
2024-04-05T11:07:07+0000,The New York Times,,rising oil price reignite inflation fear
2024-04-04T10:09:31+0000,The New York Times,,world central kitchen demand an independent investigation into israeli strike
2024-05-21T01:11:28+0000,The New York Times,"advertisement supported by the president , sian leah beilock , called in the police just hour after a pro-palestinian encampment went up on campus . a bystander and a professor were injured . bystephanie saul the faculty of art and science at dartmouth college voted on monday to censure the university ’ s president , sian leah beilock , over her decision to summon the police to remove a pro-palestinian encampment on campus , calling her action harmful to the community and disruptive to the university ’ s educational mission . the censure motion wa adopted by a vote of 183 to 163 , according to justin anderson , a spokesman for dartmouth . the close vote illustrated the division on campus over dr . beilock ’ s decision on may 1 , made just hour after the encampment had been erected on the college green . at the meeting , dr . beilock defended her action , saying that she believed there wa a reasonable and credible threat of violence . monday ’ s vote wa believed to be the first censure vote against a president of dartmouth in it 255-year history . in a statement , the university noted that a censure vote had no practical effect . and the chair of dartmouth ’ s board , liz lempres , applauded dr . beilock for her “ strong leadership ” in nearly impossible circumstance . “ the board unequivocally and unanimously support president beilock , ” she said in a statement . eighty-nine people were arrested , including two faculty member , a the police moved in to clear the encampment this month . one faculty member , annelise orleck , a labor historian , wa knocked to the groundas she tried to grab her phone from a police officer . we are having trouble retrieving the article content . please enable javascript in your browser setting . thank you for your patience while we verify access . if you are in reader mode please exit andlog intoyour time account , orsubscribefor all of the time . thank you for your patience while we verify access . already a subscriber ? log in . want all of the time ? subscribe . advertisement",dartmouth ’ s president is censured by faculty over protest action
2024-06-03T15:41:20+0000,The New York Times,"israel-hamaswar advertisement supported by student are bringing up antisemitic trope and asking survivor and docent : what is palestine ? is there a genocide in gaza ? bydana goldsteinandmarc tracy dana goldstein , who cover education , reported from atlanta . marc tracy , who cover cultural institution , reported from new york . at a holocaust museum in atlanta , staff member had typically ended their tour by saying that many survivor of the death camp immigrated to palestine . but after the start of the israel-hamas war , the guide noticed that some student would ask a simple but complicated question : is this the palestine that we ’ ve been hearing about ? so staff member at the museum , the breman , made a few change , according to rabbi joseph prass , the museum ’ s education director . now , docent explain to visitor that many holocaust survivor found refuge in “ the british mandate of palestine ” or “ the area that would become the country of israel . ” each year , roughly two dozen holocaust museum in the united state teach million of visitor — often student on field trip — about the nazi genocide of six million jew , a history that is fading from living memory . since the oct . 7 hamas attack in israel and the ensuing war , that mission ha felt especially urgent , a the number of bias incident against jew ha risen across the country . we are having trouble retrieving the article content . please enable javascript in your browser setting . thank you for your patience while we verify access . if you are in reader mode please exit andlog intoyour time account , orsubscribefor all of the time . thank you for your patience while we verify access . already a subscriber ? log in . want all of the time ? subscribe . advertisement",holocaust museum debate what to say about the israel-hamas war
2024-05-17T09:02:43+0000,The New York Times,"critic ’ s notebook the character known a handala , created by naji al-ali in 1969 , is making an imprint on art and a a protest symbol . columbia student occupying hamilton hall — which they renamed hind ’ s hall — in april unfurled a banner with the palestinian cartoon character handala , a boy with his back turned.credit . . . bing guan for the new york time supported by byaruna d ’ souza when pro-palestinian student protester took over hamilton hall at columbia university last month and renamed it “ hind ’ s hall , ” thebannerthey unfurled contained image of a cartoon character created over 50 year ago that symbolizes the resilience of palestinian . on either side of the text were two image of a barefoot boy with tattered clothes and spiky hair , his back turned to u . the character is called handala ( variously transliterated a hanzala or handzala ) , a name derived from a native plant that is deep-rooted , persistent and bear bitter fruit , and ha become a potent symbol of the palestinian struggle . the image wa created by thepalestinian political cartoonist naji al-aliin 1969 , one of the most widely read cartoonist in the arab world , who wa murdered in london in 1987 . ( the case remains unsolved . ) handala is 10 year old , the same age that ali wa when he became a refugee in 1948 . after the arab-israeli war of 1973 , also known a the yom kippur war , ali exclusively depicted handala with his back turned , a gesture that transformed him into a silent witness of the horror and outrage going on around him . the stance , according to the cartoonist , represented a rejection of the political machination of foreign nation when it came to the fate of ordinary palestinian . margaret olin , a religious study scholar at the yale divinity school and co-author of “ the bitter landscape of palestine , ” ha been photographing handala ’ s appearance in mural and a graffiti during her visit to the gaza strip and the west bank over the past decade . “ it ’ s become a symbol of the whole palestinian movement to return to their former home , ” she said in a telephone interview . we are having trouble retrieving the article content . please enable javascript in your browser setting . thank you for your patience while we verify access . if you are in reader mode please exit andlog intoyour time account , orsubscribefor all of the time . thank you for your patience while we verify access . already a subscriber ? log in . want all of the time ? subscribe . advertisement","cartoon of palestinian boy inspires , year after creator ’ s murder"
2024-03-22T10:00:14+0000,The New York Times,,chuck schumer on his campaign to oust israel ’ s leader
2024-04-01T15:09:14+0000,The New York Times,,trump ’ s call for israel to ‘ finish up ’ war alarm some on the right
2024-03-01T16:52:49+0000,The New York Times,,international condemnation of killing near gaza aid convoy multiply
2024-03-26T21:38:54+0000,The New York Times,,"biden , interrupted by gaza protester , say they ‘ have a point ’"
2024-05-31T22:00:10+0000,The New York Times,"israel-hamaswar advertisement supported by the israeli military withdrew it force from the northern town of jabaliya in gaza on friday , leaving behind scene of devastation , returning resident said . byaaron boxerman , raja abdulrahimandthomas fuller the israeli military said on friday that it force had advanced into central rafah , pushing even more deeply into the southern gaza city despite an international backlash and pressure from ally to scale back the latest offensive and agree to a cease-fire . israeli special force were engaging in “ intelligence-based targeted raid ” in central rafah , the israeli military said in a statement . it added that troop were performing “ focused and low-intensity operation ” in the city . on wednesday , the military announced that it had established “ operational control ” over the border zone with egypt , an eight-mile-long strip known a the philadelphi corridor on the outskirt of rafah . commercially available satellite imagery taken by planet lab on thursday showed that the israeli military had set up position in part of central rafah , while military vehicle and tank could be seen a far a the outskirt of the tel al-sultan area in western rafah . a the fighting raged in gaza , president biden said friday in washington that it wa time to end the war and bring about a cease-fire . “ at this point , hamas is no longer capable of carrying out another oct . 7 , ” mr . biden said from the white house . “ it ’ s time for this war to end , for the day after to begin . ” in a statement released after mr . biden ’ s comment , the israeli prime minister , benjamin netanyahu , said “ the war will not end until all of it goal are achieved , including the return of all our abductees and the elimination of hamas ’ s military and governmental capability . ” despite nearly eight month of fighting , israel ha yet to accomplish it stated goal of toppling hamas and bringing home the roughly 125 remaining hostage abducted during the oct . 7 attack . israeli official have said that shutting down hamas ’ s cross-border smuggling network and rooting out militant in rafah will be key step toward those goal . we are having trouble retrieving the article content . please enable javascript in your browser setting . thank you for your patience while we verify access . if you are in reader mode please exit andlog intoyour time account , orsubscribefor all of the time . thank you for your patience while we verify access . already a subscriber ? log in . want all of the time ? subscribe . advertisement","israel push deeper into rafah , but gaza exit plan remains unclear"
2024-03-02T15:43:04+0000,The New York Times,"israel-hamaswar advertisement three air force cargo plane dropped 38,000 ready-to-eat meal in gaza , but critic called that insufficient . a u.s . official said it wa the beginning of a broader campaign . bymichael crowley reporting from washington the united state made it first airdrop of humanitarian aid into gaza on saturday , a the biden administration tried to prevent a greater humanitarian disaster in the palestinian territory . three u.s . air force cargo plane airdropped 38,000 ready-to-eat meal , in a joint operation with the jordanian air force , u.s . central command said in a statement on saturday . the airdrop , which some aid expert criticized a insufficient and largely symbolic , contribute “ to ongoing u.s . government effort to provide lifesaving humanitarian assistance to the people in gaza , ” the statement said . “ we are conducting planning for potential follow-on airborne aid delivery mission . ” one of the u.s . official briefing reporter on the operation on saturday said that 66 pallet had been dropped over gaza . the official said that drop site had been chosen in relatively safe area where people are sheltering and in need . the u.s . did not coordinate it operation with hamas or any other group on the ground , the official said . the operation wa intended to be the first in a sustained campaign of airdrop , the official said , adding that the united state is also exploring other avenue of bringing more aid into gaza , including by sea . the official and others at the briefing spoke on the condition of anonymity to discus military operation and diplomatic effort . the drop came a day after president biden said the united state would find new way to get aid to palestinian in desperate need because of israel ’ s five-month military campaign to destroy hamas . it also come two day aftermore than 100 palestinian were killedas israeli force opened fire around a convoy of aid truck in northern gaza . we are having trouble retrieving the article content . please enable javascript in your browser setting . thank you for your patience while we verify access . if you are in reader mode please exit andlog intoyour time account , orsubscribefor all of the time . thank you for your patience while we verify access . already a subscriber ? log in . want all of the time ? subscribe . advertisement",u.s . begin airdrop of humanitarian aid in gaza
2024-03-05T20:23:00+0000,The New York Times,,damage to cable under red sea highlight mideast conflict ’ s broader threat
2024-05-10T12:35:17+0000,The New York Times,,police clear pro-palestinian encampment at penn
2024-03-12T14:04:44+0000,The New York Times,,who are hamas ’ s top leader in gaza ?
2024-04-17T11:02:28+0000,The New York Times,,she played hopscotch with anne frank . her story will live on too .
2024-03-13T19:36:24+0000,The New York Times,,"israel allows aid directly into north gaza , raising hope for more"
2024-06-04T16:00:16+0000,The New York Times,,"gaza aid gain may be lost a fighting rage in rafah , the u.s . secretary of state say ."
2024-04-07T07:02:22+0000,The New York Times,,how gaza protester are challenging democratic leader
2024-03-31T13:50:12+0000,The New York Times,,netanyahu undergoes hernia surgery amid mounting pressure on his government
2024-03-31T21:18:32+0000,The New York Times,,displaced palestinian christian mark easter in gaza ’ s only catholic church
2024-03-10T23:54:09+0000,The New York Times,,dispute over gaza war heat up between biden and netanyahu
2024-03-13T19:25:37+0000,The New York Times,,artist and speaker withdraw from sxsw over u.s . military ’ s support of israel
2024-04-09T14:07:22+0000,The New York Times,,turkey restricts export to israel in protest of war in gaza
2024-06-09T17:49:30+0000,The New York Times,"israel-hamaswar advertisement the move , though unlikely to force prime minister benjamin netanyahu from office , exposed the fracture within israel ’ s leadership eight month into the war in gaza . byadam rasgon reporting from jerusalem the israeli politician benny gantz , a key member of the country ’ s war cabinet , quit the government on sunday over prime minister benjamin netanyahu ’ s handling of the war in gaza . the resignation dealt a blow to the appearance of unity that mr . netanyahu wa able to marshal at the start of the conflict and exposed the division at the top of the israeli leadership over the future of the war and it aftermath . mr . gantz , a centrist figure who last month threatened to resign unless mr . netanyahu addressed his concern about how the war would end and what would follow it , said his party wa leaving the emergency government “ with a heavy but complete heart . ” he said that mr . netanyahu ’ s leadership wa “ preventing u from advancing to the real victory . ” the move is unlikely to force mr . netanyahu from office — the prime minister ’ s government will still hold a narrow majority in israel ’ s parliament . mr . gantz ’ s exit come a frustration mount over the failure to decisively topple hamas or to bring home all the hostage held in gaza after the oct . 7 terrorist attack on southern israel . mr . netanyahu ha also faced international criticism a the destruction and civilian casualty have mounted in gaza . last month , mr . gantz set a saturday deadline for mr . netanyahu to meet his demand for answer on a host of issue , including a plan to return hostage held in gaza . he scheduled a news conference for saturday , but postponed his remark after israeli authority announcedthe rescue of four hostage . in televised remark on sunday evening , mr . gantz offered his view of a “ real victory , ” saying it included prioritizing the return of hostage over one ’ s political survival — a clear jab at the prime minister . he also said it would combine “ military success ” with a diplomatic initiative , toppling hamas and replacing it with an alternative government . we are having trouble retrieving the article content . please enable javascript in your browser setting . thank you for your patience while we verify access . if you are in reader mode please exit andlog intoyour time account , orsubscribefor all of the time . thank you for your patience while we verify access . already a subscriber ? log in . want all of the time ? subscribe . advertisement",gantz quits israel government in dispute with netanyahu over gaza
2024-03-06T10:51:33+0000,The New York Times,"israel-hamaswar advertisement “ it ’ s a form of psychological torture , ” said one man in rafah . “ it ’ s unbearable . we ’ re told one day that the war is ending and then the opposite the next day . ” byadam rasgonandabu bakr bashir reporting from jerusalem and london when president biden suggested last week thata cease-fire wa imminent , khalil el-halabi wa elated . mr . halabi , a 70-year-old retired u.n . official , paraded through a cluster of tent in the city of rafah in southern gaza , delivering the news to people displaced by the war , prompting cheer and clap . but the joy didn ’ t last : the next morning , report that gap remained between israel and hamas brought him back down to earth . “ it ’ s a form of psychological torture , ” mr . halabi said . “ it ’ s unbearable . we ’ re told one day that the war is ending and then the opposite the next day . ” palestinian in gaza , whose life may depend on a cease-fire , have followed news of indirect talk between israel and hamas with rapt attention . but a stream of conflicting report ha sent them on an exhausting emotional roller-coaster a they huddle in crowded apartment , tent city and shelter . the tension is especially acute in rafah , which is densely packed with more than one million displaced people . israel ha repeatedly threatened to invade the city a it try to root out the leadership of hamas . the united state is pressing for a cease-fire to be negotiated ahead of ramadan , the muslim fasting month that begin in about a week . on sunday , vice president kamala harris said a deal wa on the table for a cease-fire of at least six-weeks , one that would include the release of hostage held by militant in gaza and the entry of a “ significant ” amount of aid . the u.s . - backed proposal is to exchange score of palestinian prisoner and detainee for 40 hostage in gaza , official say . we are having trouble retrieving the article content . please enable javascript in your browser setting . thank you for your patience while we verify access . if you are in reader mode please exit andlog intoyour time account , orsubscribefor all of the time . thank you for your patience while we verify access . already a subscriber ? log in . want all of the time ? subscribe . advertisement","for gazans , truce talk bring tangle of emotion"
2024-04-20T15:23:30+0000,The New York Times,,fear over iran buoy netanyahu at home . for now .
2024-04-18T15:53:52+0000,The New York Times,,over 100 arrested at columbia after pro-palestinian protest
2024-03-14T15:58:18+0000,The New York Times,,"in whitney biennial artwork , a message reveals itself : ‘ free palestine ’"
2024-03-27T22:17:32+0000,The New York Times,,u.s . say israel ha agreed to try to reschedule canceled trip
2024-05-23T17:49:54+0000,The New York Times,"israel-hamaswar advertisement news analysis despite diplomatic blow this week , israeli leader are focused on their public , which still largely view the war with hamas in gaza a an existential conflict . byaaron boxerman reporting from jerusalem israel took several tough diplomatic blow over the past week , some of which had been feared for year . yet the rising outcry against israel abroad appears not to have swayed the israeli public , whose view on the country ’ s military campaign in gaza are largely different from those of the rest of the world . just this week , karim khan , the chief prosecutor for the international criminal court , announced he wasseeking arrest warrantsfor israel ’ s prime minister and defense minister on charge of crime against humanity , alongside three leader of hamas ; three european country announced they wouldrecognize a palestinian state ; and israel backed down on seizing equipment from the associated press after an international backlash . but israeli leader are lookingfirst and foremost to their public , which , analyst say , still view the war with hamas in gaza a an existential conflict . while international support for israel ha eroded over it devastating military response in gaza — with over 35,000 people dead , according to health authority there — israeli have largely remained focused on the brutality of the hamas-led oct . 7 attack and the fate of hostage taken that day . political analyst say that mr . netanyahu hope to leverage the rising international criticism to tamp down frustration at home over his failure to either decisively defeat hamas or bring home the remaining hostage in gaza . some of mr . netanyahu ’ s key rival rallied to his defense on monday after mr . khan announced that he would seek a warrant for his arrest . “ israel is not only isolated , but feel that it is under some kind of siege , ” said alon pinkas , a former israeli diplomat . for many israeli , memory ofthe massacre in southern israel — in which roughly 1,200 people were killed and 250 taken hostage , according to the israeli authority — remain a constant backdrop to the conflict . month later , israeli news medium still continually air the story of victim , survivor and the family of those held hostage in gaza . we are having trouble retrieving the article content . please enable javascript in your browser setting . thank you for your patience while we verify access . if you are in reader mode please exit andlog intoyour time account , orsubscribefor all of the time . thank you for your patience while we verify access . already a subscriber ? log in . want all of the time ? subscribe . advertisement","a israel ’ s hard line stokes anger abroad , netanyahu may get benefit at home"
2024-03-13T10:54:19+0000,The New York Times,,"many aid delivery for gaza are rejected for ‘ dual-use ’ item , group say"
2024-03-04T00:25:13+0000,The New York Times,"israel-hamaswar advertisement the vice president urged hamas to agree to a six-week cease-fire proposal and called on israel to increase the flow of aid into the enclave . transcript hamas claim it want a cease-fire . well , there is a deal on the table . and a we have said , hamas need to agree to that deal . let ’ s get a cease-fire . let ’ s reunite the hostage with their family , and let ’ s provide immediate relief to the people of gaza . and given the immense scale of suffering in gaza , there must be an immediate cease-fire , for at least the next six week , which is what is currently on the table . byerica l . green reporting from selma , ala . vice president kamala harris on sunday called for an “ immediatecease-fire ” in gaza , saying that hamas should agree to the six-week pause currently on the table and that israel should increase the flow of aid into the besieged enclave amid a humanitarian crisis . m . harris ’ s remark , delivered in selma , ala . , bolstered a recent push by president joe biden for an agreement and came a day before she wa to meet with a top israeli cabinet official involved in war planning , benny gantz . her tone echoed a sharper and more urgent tone coming from the white house a it frustration with israel grows . last month , the president called israel ’ s response to the oct . 7 hamas-led attack “ over the top . ” m . harris assailed the dire condition in gaza , calling the situation a “ humanitarian catastrophe . ” it wa her most forceful assessment to date of the middle east conflict , which ha killed more than 30,000 palestinian , according to gazan health authority , and put the enclave on the brink of famine . “ what we are seeing every day in gaza is devastating , ” m . harris said . “ we have seen report of family eating leaf or animal feed . woman giving birth to malnourished baby with little or no medical care . and child dying from malnutrition and dehydration . a i have said many time , too many innocent palestinian have been killed . ” “ the threat hamas pose to the people of israel must be eliminated , ” m . harris added . “ and given the immense scale of suffering in gaza , there must be an immediate cease-fire , for at least the next six week . ” mr . biden ha been pushing for a deal between hamas and israel that would allow for the release of hostage and a temporary cease-fire by ramadan , the muslim holy month that start around march 10 . u.s . official said that israel had “ more or less accepted ” term of the deal , but hamas ha yet to agree to it . we are having trouble retrieving the article content . please enable javascript in your browser setting . thank you for your patience while we verify access . if you are in reader mode please exit andlog intoyour time account , orsubscribefor all of the time . thank you for your patience while we verify access . already a subscriber ? log in . want all of the time ? subscribe . advertisement",harris call for an ‘ immediate cease-fire ’ in gaza
2024-04-05T10:31:27+0000,The New York Times,,"string of israeli error led to fatal attack on aid convoy , military say"
2024-04-15T20:02:10+0000,The New York Times,,protester block road across the u.s . to support those in gaza
2024-03-03T16:26:08+0000,The New York Times,"israel-hamaswar advertisement supported by unrwa , the aid agency for palestinian , is preparing to publish an investigation based on testimony from more than 100 detainee that accuses israeli troop of abuse . bymonika pronczukandpatrick kingsley to report this article , the new york time reviewed a leaked u.n . investigation , interviewed released detainee and spoke to lawyer who are researching condition in israeli detention facility . an unpublished investigation by the main united nation agency for palestinian affair accuses israel of abusing hundred of gazans captured during the war with hamas , according to a copy of the report reviewed by the new york time . the report wa compiled by unrwa , the u.n . agency that is itself at the center of an investigation after accusation that at least 30 of it 13,000 employee participated in the hamas-led attack on southern israel on oct . 7 . the author of the report allege that the detainee , including at least 1,000 civilian later released without charge , were held at three military site inside israel . the report said the detainee included male and female whose age ranged from 6 to 82 . some , the report said , died in detention . the document includes account from detainee who said they were beaten , stripped , robbed , blindfolded , sexually abused and denied access to lawyer and doctor , often for more than a month . the draft document describes “ a range of ill-treatment that gazans of all age , ability and background have reported facing in makeshift detention facility in israel . ” such treatment , the report concluded , “ wa used to extract information or confession , to intimidate and humiliate , and to punish . ” the report is based on interview with more than 100 of the 1,002 detainee who were released back to gaza by mid-february . the document estimate that 3,000 other gazans remain in israeli detention without access to lawyer . it finding echo those of severalisraeliandpalestinianrights group , a well a separate investigation by twou.n . special rapporteur , all of whom allege similar abuse inside israeli detention center . we are having trouble retrieving the article content . please enable javascript in your browser setting . thank you for your patience while we verify access . if you are in reader mode please exit andlog intoyour time account , orsubscribefor all of the time . thank you for your patience while we verify access . already a subscriber ? log in . want all of the time ? subscribe . advertisement",u.n . aid agency researcher allege abuse of gazans in israeli detention
2024-04-18T09:00:49+0000,The New York Times,,war in gaza cause surprising rift within japanese american group
2024-03-31T10:14:57+0000,The New York Times,,‘ replace him ’ : thousand rally against netanyahu ’ s government in tel aviv
2024-04-01T11:39:20+0000,The New York Times,,cease-fire talk to confront how displaced palestinian can return
2024-05-22T18:18:03+0000,The New York Times,"advertisement bythomas l . friedman opinion columnist the decision by spain , norway and ireland on wednesday to recognize an independent palestinian state mark the latest brick in the wall of rejection being built around israel ’ s current far-right government , which is asking the world to let it destroy hamas in gaza while refusing to work on a new future with non-hamas palestinian . more than140 country and the holy seehave recognized the right of palestinian to have a state in the west bank , gaza and east jerusalem . what is noteworthy about this latest move , though , is that major western european country , and the united state , had resisted going there , arguing that peace should be worked out between the two party . until today . my focus is always on the practical : will these recognition of a nonexistent palestinian state with undefined border lead to the only sustainable solution — a real-life peace between two state for two indigenous community — jew and palestinian ? the answer is yes and no . in the short term , these diplomatic recognition from fellow democracy will not move the israeli public , yohanan plesner , president of the israel democracy institute , told me . in the wake of the horrific murder , rape and kidnapping perpetrated by hamas on oct . 7 , he said , european telling israel that it must accept a palestinian state — “ without even mentioning that it must be demilitarized or any obligation on the part of palestinian to reject hamas ” — will be “ rejected ” by the israeli silent majority . in the long term , though , it is precisely these kind of diplomatic shock that could lead the opposition leader in israel to finally escape from the gravitational pull of prime minister benjamin netanyahu — who dominates what is or is not permissible to say on this subject — and start calling for two state on term israel can live with . one can already see sign of that . if that doe not transpire , though , israel is heading for a world of hurt . those recognition of a palestinian state by european nation “ are a huge straw in the wind , that will grow into a hurricane if israel doe not change course , ” craig charney , a pollster who wa a member of nelson mandela ’ s polling team in the 1990s , told me . charney explained that the isolation of south africa ’ s apartheid regime started with a voluntary arm embargo in the 1960s , which after the soweto uprising morphed in the 1970s into a formal u.n . arm embargo , which grew into a popular cause on campus and in boardroom in the early 1980s , which grew into a broader economic , military and travel embargo in the mid-1980s — until two great leader , nelson mandela and f.w . de klerk , finally emerged to end apartheid . “ but it wa a very painful journey , ” he said . thomas l . friedman is the foreign affair opinion columnist . he joined the paper in 1981 and ha won three pulitzer prize . he is the author of seven book , including “ from beirut to jerusalem , ” which won the national book award . @ tomfriedman•facebook advertisement",western europe is starting to send a vital warning to israel
2024-04-19T08:17:39+0000,The New York Times,,isfahan is home to iranian weapon facility
2024-03-04T00:29:10+0000,The New York Times,"israel-hamaswar advertisement supported by delivering supply into gaza , especially the north , ha taken on increased urgency a the united nation ha warned that many gazans are on the edge of famine . byadam rasgonandhiba yazbek adam rasgon reported from jerusalem and hiba yazbek from amman , jordan day after an aid delivery in gaza turned into a deadly disaster , israel pushed ahead with another convoy bound for northern gaza on sunday , a palestinian businessman involved in the initiative said , a the united nation warned that death of child and infant are likely to “ rapidly increase ” if food and medical supply are not delivered immediately . izzat aqel , the businessman , said the renewed aid delivery effort on sunday came after only one of at least 16 truck carrying supply to the north a day earlier made it to gaza city . the rest , he said , had been surrounded by desperate gazans and emptied in the nuseirat neighborhood in central gaza . cogat , the israeli agency responsible for coordinating aid delivery into gaza , said on x on sunday that 277 truck entered gaza , what the agency said wa the highest number of truck to enter the enclave in a single day since the start of the war . it wa unclear how many of those truck reached northern gaza . delivering supply into gaza , especially the north , ha taken on increased urgency in recent day a the united nation ha warned that many gazans are on the edge of famine . israeli official have worked in recent day with multiple gazan businessmen to organize private aid convoy . but a convoy that arrived in gaza city before dawn on thursday ended in devastation.more than 100 palestinian were killedafter many thousand of people massed around truck laden with food and supply , gazan health official said . israeli and palestinian official and witnessesoffered sharply divergent accountsof the chaos . witness described extensive shooting by israeli force , and doctor at gaza hospital said most of the casualty were from gunfire . the israeli military said most of the victim were trampled in a crush of people trying to seize the cargo , although israeli official acknowledged that troop had opened fire at member of the crowd who , the army said , had approached “ in a manner that endangered them . ” we are having trouble retrieving the article content . please enable javascript in your browser setting . thank you for your patience while we verify access . if you are in reader mode please exit andlog intoyour time account , orsubscribefor all of the time . thank you for your patience while we verify access . already a subscriber ? log in . want all of the time ? subscribe . advertisement","death of gazan child likely to ‘ rapidly ’ rise amid aid snarl , u.n . warns"
2024-03-14T21:35:32+0000,The New York Times,,schumer urged new leadership in israel
2024-04-24T02:04:57+0000,The New York Times,,"seder is about family , food , freedom . and now , it ’ s also about the war ."
2024-04-14T20:40:53+0000,The New York Times,,monday briefing : israel weighs a response to iran
2024-03-06T08:59:03+0000,The New York Times,,"israel must let more aid into gaza , u.k . tell israeli official"
2024-04-03T14:47:28+0000,The New York Times,,i.d.f . say u.n . observer in lebanon were wounded by buried explosive
2024-03-06T20:57:52+0000,The New York Times,"israel-hamaswar advertisement official say hamas ha continued to press israel for a commitment to a permanent cease-fire after a multistage release of all hostage , but israel ha refused . byronen bergman , edward wongandjulian e . barnes ronen bergman and edward wong reported from istanbul , and julian barnes from washington . talk between israel and hamas over the release of dozen of israeli hostage held in gaza have stalled , dimming hope that a deal could be reached before ramadan begin in a few day , according to several people briefed on the conversation . negotiator had beendiscussing a proposalfor an initial six-week cease-fire during which hamas would release about 40 people — including woman , elderly and ill hostage , and five female israeli soldier — for a substantial number of palestinian prisoner . the discussion included term for releasing at least 15 prisoner convicted of serious act of terrorism who would be exchanged for the female soldier . the term also said israel would release hundred of other detainee or prisoner , at an average of 10 palestinian for every israeli civilian freed , official said . american official had said that they hoped to reach an agreement to release some hostage and put in place a temporary pause in fighting before ramadan , which is expected to start this sunday . president biden expressed confidence last week that a deal wa within reach . but in recent day , hamas ha backed away from the proposed agreement and made demand that israel refuse to meet , according to official briefed on the talk . the negotiation had been taking place in doha , qatar , before they moved to cairo in recent day . john f . kirby , a national security council spokesman , said on wednesday that while the united state wa disappointed that an agreement had not been reached , negotiator were still confident in the parameter of the deal they had helped negotiate . we are having trouble retrieving the article content . please enable javascript in your browser setting . thank you for your patience while we verify access . if you are in reader mode please exit andlog intoyour time account , orsubscribefor all of the time . thank you for your patience while we verify access . already a subscriber ? log in . want all of the time ? subscribe . advertisement",israel-hamas talk over hostage release and a cease-fire stall
2024-04-15T16:32:00+0000,The New York Times,,keeping u.s . power behind israel will keep iran at bay
2024-05-22T21:37:26+0000,The New York Times,,three european nation recognized a palestinian state
2024-03-01T08:18:19+0000,The New York Times,,cease-fire demand grows amid question around gaza aid convoy death
2024-06-10T22:01:44+0000,The New York Times,"israel-hamaswar advertisement the man ’ s death wa confirmed by the hamas-controlled gaza medium office , which identified him a an employee of the hamas-affiliated news agency palestine now . bymatthew mpoke bigg following the israeli rescue of four hostage in gaza on saturday , israel ’ s military said that three of them had been held in the home of a member of hamas , which it said showed that the armed group wa using civilian home to shield it activity . israeli special force , backed by the military , intelligence and air force , raided two building in a neighborhood in nuseirat , a refugee camp in central gaza on saturday , rescuing almog meir jan , 22 ; andrey kozlov , 27 ; and shlomi ziv , 41 , from the home of abdallah aljamal , the military said . a fourth hostage , noa argamani , 26 , wa also freed , apparently from a nearby building . more than 274 people were killed during the raid , according to gaza ’ s health ministry . the israeli military said that the death toll wa less than 100 . neither the israeli military nor palestinian health official provided a breakdown of civilian and combatant killed in the raid . mr . aljamal ’ s death wa confirmed by gaza ’ s government medium office on sunday , which said he had worked for the hamas-affiliated news agency , palestine now . on sunday , the israeli military said in a statement on the telegram messaging app : “ the hostage were held captive by abdallah aljamal and member of his family in their home . this isfurther evidenceof the deliberate use of civilian home and building by the hamas terrorist organization to hold israeli hostage captive in the gaza strip . ” israel ’ s military ha said for month that civilian casualty in gaza are inevitable because hamas hide it force within the population . we are having trouble retrieving the article content . please enable javascript in your browser setting . thank you for your patience while we verify access . if you are in reader mode please exit andlog intoyour time account , orsubscribefor all of the time . thank you for your patience while we verify access . already a subscriber ? log in . want all of the time ? subscribe . advertisement",israel ’ s military say 3 rescued hostage were held in hamas member ’ s home
2024-04-08T09:02:12+0000,The New York Times,,j street seek a middle path on gaza . is that possible anymore ?
2024-04-10T16:17:43+0000,The New York Times,,few sign of progress on aid to gaza after israeli pledge
2024-03-08T13:59:17+0000,The New York Times,,pope and argentine president appear to find some common ground
