date,Newspaper,Body Text,title
2024-06-07T03:29:30+0000,The New York Times,"israel-hamaswar advertisement the political divide over the israeli prime minister was evident even in the announcement of when he would appear , with republican and democratic leaders issuing separate statements . byannie karni reporting from washington prime minister benjamin netanyahu of israel will address a joint meeting of congress on july 24 , the top two congressional republicans announced on thursday night . speaker mike johnson of louisiana and senator mitch mcconnell , republican of kentucky and the minority leader , said in a statement that the speech would offer mr . netanyahu the opportunity to “ share the israeli government’s vision for defending their democracy , combating terror , and establishing just and lasting peace in the region . ” but in a separate statement that hinted at the deep political divides over mr . netanyahu and israel’s war in gaza , senator chuck schumer , democrat of new york and the majority leader , said he harbored “ clear and profound disagreements with the prime minister , which i have voiced both privately and publicly and will continue to do so . ” he said he nevertheless had joined the request for mr . netanyahu to address congress because “ america’s relationship with israel is ironclad and transcends one person or prime minister . ” earlier this year , mr . schumer called for mr . netanyahu to step down and for israel to hold new elections . the bipartisan invitation to mr . netanyahu , issued last month by the top four congressional leaders with no date attached , masked a fraught behind-the-scenes debate over receiving him . the need for separate statements from the leaders of the two parties explaining their different rationales for extending the invitation underscored those tensions . some progressives like senator bernie sanders of vermont have already promised to boycott the speech , calling mr . netanyahu a “ war criminal ” for his tactics in the war against hamas , which has killed tens of thousands of people in gaza and caused a humanitarian disaster . republicans , in contrast , are eager to hug mr . netanyahu close and unequivocally back his policies . mr . johnson has been the driving force behind the invitation . “ i am very moved to have the privilege of representing israel before both houses of congress and to present the truth about our just war against those who seek to destroy us to the representatives of the american people and the entire world , ” mr . netanyahu said in a statement accepting the invitation . annie karniis a congressional correspondent for the times . she writes features and profiles , with a recent focus on house republican leadership.more about annie karni advertisement",netanyahu is set to address congress on july 24
2024-03-02T22:34:27+0000,The New York Times,"israel-hamaswar advertisement supported by it was one of four convoys put together by local palestinian businessmen this week at the behest of israeli officials , who promised to provide security . byaaron boxerman,adam rasgonandandy newman the gaza aid convoy that ended in bloodshed this weekwas organized by israel itselfas part of a newly hatched partnership with local palestinian businessmen , according to israeli officials , palestinian businessmen and western diplomats . israel has been involved in at least four such aid convoys to northern gaza over the past week . it undertook the effort , israeli officials told two western diplomats , to fill a void in assistance to northern gaza , where famine looms as international aid groups have suspended most operations , citing israeli refusals to greenlight aid trucks and rising lawlessness . the diplomats spoke on condition of anonymity given the sensitivity of the matter . israeli officials reached out to multiple gazan businessmen and asked them to help organize private aid convoys to the north , two of the businessmen said , while israel would provide security . theunited nations has warnedthat more than 570,000 gazans — particularly in northern gaza — are facing “ catastrophic levels of deprivation and starvation ” after nearly five months of war and an almost complete israeli blockade of the territory following the oct . 7 attacks led by hamas . some residents have resorted to raiding the pantries of neighbors who fled their homes , while others have been grinding up animal feed for flour . u.n . aid convoys carrying essential goods to northern gaza have been looted — either by civilians fearing starvation or organized gangs — amid the anarchy that has followed israel’s ground invasion . “ my family , friends , and neighbors are dying from hunger , ” said jawdat khoudary , a palestinian businessman who helped organize some of the trucks involved in the israeli relief initiative . we are having trouble retrieving the article content . please enable javascript in your browser settings . thank you for your patience while we verify access . if you are in reader mode please exit andlog intoyour times account , orsubscribefor all of the times . thank you for your patience while we verify access . already a subscriber?log in . want all of the times?subscribe . advertisement",israel helped organize convoy that ended in disaster
2024-03-18T11:55:31+0000,The New York Times,,"famine is ‘ imminent ’ for northern gaza , experts say"
2024-04-16T20:33:24+0000,The New York Times,,"johnson’s plan for ukraine aid meets republican pushback , muddying its path"
2024-04-15T20:36:56+0000,The New York Times,,lebanese official blames israel’s spy agency for killing near beirut
2024-04-10T19:36:44+0000,The New York Times,,biden says israel has improved aid flow to gaza but must do more
2024-05-24T09:03:43+0000,The New York Times,"israel-hamaswar advertisement supported by aid officials and health experts expect famine this month unless israel lifts barriers to aid , the fighting stops and vital services are restored . byvivian yee,bilal shbairandmatthew mpoke bigg for weeks , the gaza strip’s southernmost city , rafah , was one of the few places where desperate gazans could find some aid and food . bakeries sold bread ; fuel powered generators ; markets were open , if expensive . but since israeli forces began an incursion in the city this month — effectively closing the two main crossings where aid enters — rafah has become a place of fear and dwindling supplies . bakeries have shuttered . so have malnutrition treatment centers . the price of the firewood that many people now use to cook has doubled . tomatoes , cucumbers and peppers have grown so expensive that they are sold by the piece , not by the kilogram . families hide what canned goods they still have . they eye their emptying sacks of flour , calculating how long they will last . “ there’s always something missing in the tent , ” said ahmed abu al-kas , 51 , who is sheltering in rafah with his family . “ if we have bread , we don’t have water . if we have firewood , we don’t have some basic vegetables . ” for months , international aid officials and health experts have warned that famine will come for gaza unless israel lifts barriers keeping most humanitarian aid out , the fighting stops and vital services such as health care and clean water , which must be in place to fend off malnutrition , are restored . none of those conditions have been met . we are having trouble retrieving the article content . please enable javascript in your browser settings . thank you for your patience while we verify access . if you are in reader mode please exit andlog intoyour times account , orsubscribefor all of the times . thank you for your patience while we verify access . already a subscriber?log in . want all of the times?subscribe . advertisement","as rafah offensive grinds on , hunger in gaza spirals"
2024-05-09T22:27:47+0000,The New York Times,"advertisement when asked about the protests , gov . josh shapiro of pennsylvania said on thursday that it was “ past time ” for penn’s administration to clear the encampment . bymattathias schwartz reporting from philadelphia a pro-palestinian encampment at the university of pennsylvania has expanded , as students wrap up exams and the university finalizes its plans for graduation ceremonies on may 20 . a post onsocial mediaby an account associated with the penn encampment said the expansion on wednesday night was in response to “ the administration’s continued bad-faith negotiations ” over demands that the university divest from financial support for israel . steve silverman , a spokesman for penn , declined to comment on the activists ’ assertion that the university was not negotiating in good faith . for nearly two weeks , the protesters have been occupying the west side of a green space in front of college hall , the oldest building on campus . on wednesday night , after a march that brought a large group of students and philadelphia activists to college hall , protesters expanded the encampment to the east side of the green space , moving the metal barriers that had been erected to mark the boundaries of the protest space . penn’s administration has largely taken a hands-off approach to the encampment . but on thursday afternoon , the university announced actions against six students in connection with the “ unauthorized encampment . ” in astatement posted on penn’s website , the university said it had imposed “ mandatory temporary leaves of absence ” on the students pending “ disciplinary investigations . ” when asked on thursday about the protests , gov . josh shapiro of pennsylvania said that it was “ past time ” for penn’s administration to clear the encampment . “ over the last 24 hours at the university of pennsylvania , the situation has gotten even more unstable and out of control , ” he said,speaking at an unrelated news conferencenear pittsburgh . the governor , who is a nonvoting member of penn’s board of trustees , demurred when asked whether he would take independent action , saying that the matter was best left to campus administrators and local police . on thursday , the scene around the encampment was subdued . some protesters rested on a plinth beneath a statue of benjamin franklin . others walked around the encampment with the chief of penn’s fire and emergency services , who was surveying the grounds for potential hazards . outside the barriers were small groups of police officers , college administrators and pro-israel counterprotesters . this week,penn announcedspecial security measures for commencement , including no bags and “ airport-style security screening . ” advertisement",pro-palestinian encampment at penn grows as commencement nears
2024-03-29T14:01:43+0000,The New York Times,,"a loyal israel ally , germany shifts tone as the toll in gaza mounts"
2024-03-15T08:47:50+0000,The New York Times,,"amid israeli restrictions , first friday of ramadan sees little unrest at al aqsa mosque"
2024-03-16T09:03:14+0000,The New York Times,,‘ practically fasting for months ’ : gazans struggle to celebrate ramadan
2024-03-29T15:17:38+0000,The New York Times,,"israel cites ‘ new initiatives ’ for gaza aid , but progress has been slow"
2024-03-10T22:09:57+0000,The New York Times,,gaza begins ramadan with no cease-fire
2024-04-01T13:55:06+0000,The New York Times,,"outside israel’s parliament , protesters explain why they think netanyahu must go"
2024-05-22T18:20:32+0000,The New York Times,"israel-hamaswar advertisement news analysis the recognition of palestinian statehood by spain , ireland and norway highlights the changing center of gravity , but there also are staunchly pro-israel nations in europe . bymatina stevis-gridneff reporting from brussels in europe , long a vital source of support for israel , the political center of gravity is moving away from prime minister benjamin netanyahu’s government . spain , ireland and norway on wednesday recognized palestinian statehood , despite vehement israeli and american opposition . and most european governments offered unequivocal support to the international criminal court this week , after it requested arrest warrants for israel’s prime minister and defense minister , along with leaders of hamas . israel still has staunch allies within the european union , especially hungary and the czech republic , and key players like germany , despite growing discomfort with israel’s conduct , have not shown any inclination to alter their stance . the growing fissures within europe mean that the consensus-driven european union will not change its positions any time soon . but european countries face rising international and domestic pressure to take a firmer stand against israel’s handling of the palestinian territories , and particularly the devastating war in gaza . sweden prominently became one of a handful of european union members to recognize palestinian statehood a decade ago . europe has long supported the eventual creation of a palestinian state — the “ two-state solution ” that israel’s government steadfastly opposes — and voiced frustration with israel’s handling of the gaza strip and the occupied west bank , but most nations have been unwilling to go further . instead , the european union , before the war , was moving closer to israel , including through financially and politically important partnerships in trade and science . we are having trouble retrieving the article content . please enable javascript in your browser settings . thank you for your patience while we verify access . if you are in reader mode please exit andlog intoyour times account , orsubscribefor all of the times . thank you for your patience while we verify access . already a subscriber?log in . want all of the times?subscribe . advertisement",the war is shifting europe’s politics away from israel
2024-05-18T09:00:30+0000,The New York Times,"israel-hamaswar advertisement supported by amid the destruction , a marketplace of survival has arisen focused on the basics : food , shelter and money . byraja abdulrahimandbilal shbair raja abdulrahim reported from jerusalem , and bilal shbair from deir al balah , gaza . on tables and desks from schools turned shelters , wartime vendors lined a street , selling used clothes , baby formula , canned food and the rare batch of homemade cookies . in some cases , entire aid parcels — still emblazoned with the flags of their donating countries and meant to be distributed for free — were stacked on sidewalks and sold for prices few could afford . issam hamouda , 51 , stood next to his paltry commercial offering : an array of canned vegetables and beans from an aid carton his family had received . “ most of the goods found in the markets are labeled , ‘ not for sale , ’ ” he said . before the israel-hamas war devastated gaza’s economy , he was a driving instructor . now , mr . hamouda supports his family of eight the only way he can — by reselling some of the food aid they receive every few weeks . “ once i got four kilos of dried dates and sold a kilo for 8 shekels , ” he said , referring to the israeli currency amounting to roughly $ 2 . in the seven months since israel started bombarding gaza and imposed a siege in response to the oct . 7 hamas-led attack , the enclave’s economy has been crushed . people have been forced to flee their homes and jobs . markets , factories and infrastructure have been bombed and flattened . farmland has been scorched by airstrikes or occupied by israeli forces . we are having trouble retrieving the article content . please enable javascript in your browser settings . thank you for your patience while we verify access . if you are in reader mode please exit andlog intoyour times account , orsubscribefor all of the times . thank you for your patience while we verify access . already a subscriber?log in . want all of the times?subscribe . advertisement","under israeli bombs , a wartime economy emerges in gaza"
2024-03-22T00:05:58+0000,The New York Times,,"back from gaza hospitals , doctors tell washington of horrors amid cease-fire push"
2024-05-23T23:44:45+0000,The New York Times,"advertisement supported by with speeches canceled , students at the cuny school of law ceremony chanted , carried signs and walked out . bymaia coleman in some ways , a walkout by pro-palestinian students at the city university of new york school of law’s commencement on thursday was part of the unique political moment that has marked the class of 2024’s graduation season at so many universities . but cuny law students were also carrying on something of a graduation tradition at their school . students chanted pro-palestinian messages , waved painted banners as they walked across the stage and turned their backs to the law school’s dean , sudha setty , during her remarks onstage at the apollo theater in harlem . then , after the last degrees had been conferred , dozens of students rose from their seats and walked out , joined by a handful of professors and guests . “ it reminded me so much of why i came to cuny law , ” ale humano , one of the graduates who walked out of the ceremony , said . the walkout on thursday is not the first time that tensions over israel have taken center stage during a commencement ceremony for the new york city public law school . the school , which is known for fostering public interest lawyers , has been a hot spot for pro-palestinian activism for years , and its graduation ceremonies have recently become the site of conflict over politics related to israel . for the past two years , law school commencement speakers have made support for palestinians and opposition to israel a focus of their speeches,eliciting criticism from public officials , who called the speeches antisemitic . in 2023 , fatima mousa mohammed , a yemeni immigrant and an activist devoted to the palestinian cause,denounced “ israeli settler colonialism ” in her address . the speech set off furious coverage and a wave of public criticism , including from mayor eric adams , who spoke at the same ceremony and condemned the speech’s “ divisiveness . ” we are having trouble retrieving the article content . please enable javascript in your browser settings . thank you for your patience while we verify access . if you are in reader mode please exit andlog intoyour times account , orsubscribefor all of the times . thank you for your patience while we verify access . already a subscriber?log in . want all of the times?subscribe . advertisement",pro-palestinian activism marks cuny law graduation despite speaker ban
2024-04-14T22:01:19+0000,The New York Times,,palestinians trying to return to northern gaza say israeli troops fired on them
2024-05-29T09:03:32+0000,The New York Times,"for the first time since the vietnam war , university demonstrations have led to a rethinking of who sets the terms for language in academia . a pro-palestinian protest on columbia university’s campus this spring.credit . . . mark peterson/redux supported by byemily bazelonandcharles homans emily bazelon is a staff writer for the magazine who also teaches at yale law school . charles homans covers politics for the times . he visited the columbia campus repeatedly during the demonstrations , counter-demonstrations and police actions in april . early on the afternoon of nov . 10 , jameel jaffer , the director of the knight first amendment institute at columbia university , was on his way into a meeting in low library , the domed neoclassical building at the center of campus , when an administrator pulled him aside . the school , the administrator said , was about to announce the suspensions of the campus chapters of the organizations students for justice in palestine and jewish voice for peace , an allied anti-zionist organization — a move that alarmed jaffer given the fraught politics of the moment . the day after hamas’s brazen oct . 7 attack on military and civilian targets in israel , the s.j.p . and j.v.p . chapters co-signed an open letter declaring “ full solidarity with palestinian resistance . ” the letter described the attacks as “ an unprecedented historic moment for the palestinians of gaza ” and a “ counteroffensive against their settler-colonial oppressor . ” it would be tantamount to “ asking for quiet submission to systemic violence ” for anyone to call for peace now , after years of israeli violence and military campaigns against palestinians . the groups issued a list of demands to the university — divestment from companies doing business with the israeli government , the end of columbia’s affiliation with tel aviv university and a recognition of palestinian “ existence and humanity ” — and announced a demonstration on oct . 12 on the steps of low library . they signed off : “ see you thursday . ” the oct . 12 demonstration appeared to be in violation of campus rules , which required student groups to give 10 days ’ notice for gatherings in public spaces , but columbia had not been enforcing such requirements amid the emotional responses to the hamas attacks and israel’s retaliatory bombing in the gaza strip . “ we got some pushback from the university , ” recalled cameron jones , an organizer of the j.v.p . chapter , “ but not insane pushback . ” as the sit-ins , teach-ins and die-ins continued , however , that began to change . pro-israel groups held counterdemonstrations , and tensions built on columbia’s small , enclosed central campus . “ in the past , demonstrations were basically students protesting against the establishment , and that was , you know , unidirectional and fairly straightforward , ” the president of columbia , minouche shafik , said in late may , in her first interview since december . “ in this crisis , ” she went on , “ students are opposed to other students , faculty opposed to other faculty . and those internal dynamics and tensions have made this much more difficult than past episodes . ” outside columbia’s library , several israeli students were physically attacked after they confronted another student tearing down posters of israelis held hostage by hamas . students wearing hijabs and kaffiyehs reported being called “ jew killers ” and terrorists . by oct . 25 , when s.j.p . and j.v.p . staged a walkout of college classes , “ our relationship with the administration was really crumbling , ” jones recalled . two days later , israel’s invasion of gaza began . on the night of nov . 8 , with another demonstration planned for the next day on the steps outside low , a faculty adviser told the organizers that they were out of compliance with school rules and asked them to postpone the event . theydid not , and the university suspended them . we are having trouble retrieving the article content . please enable javascript in your browser settings . thank you for your patience while we verify access . if you are in reader mode please exit andlog intoyour times account , orsubscribefor all of the times . thank you for your patience while we verify access . already a subscriber?log in . want all of the times?subscribe . advertisement",the battle over college speech will outlive the encampments
2024-03-22T08:03:30+0000,The New York Times,,blinken meets with netanyahu as u.s . - israel tensions rise
2024-06-01T20:03:22+0000,The New York Times,"israel-hamaswar advertisement supported by the timing of the remarks seemed to rebuff the president’s hopes for a speedy end to the war . but some analysts said the prime minister was aiming at domestic supporters , not the white house . byaaron boxerman a day after president biden called on israel and hamas to reach a truce , declaring that it was “ time for this war to end , ” prime minister benjamin netanyahu on saturday reiterated that israel would not agree to a permanent cease-fire in gaza as long as hamas still retains governing and military power . in his statement , mr . netanyahu did not explicitly endorse or reject a proposed cease-fire plan that mr . biden had laid out in an unusually detailed address on friday . two israeli officials confirmed that mr . biden’s proposal matched an israeli cease-fire proposal that had been greenlit by israel’s war cabinet . the officials spoke on condition of anonymity to discuss sensitive negotiations . but the timing of mr . netanyahu’s remarks , coming first thing the next morning , seemed to put the brakes on mr . biden’s hopes for a speedy resolution to the war , which has claimed the lives of more than 36,000 palestinians , according to the gaza health ministry . “ israel’s conditions for ending the war have not changed : the destruction of hamas’s military and governing capabilities , the freeing of all hostages and ensuring that gaza no longer poses a threat to israel , ” mr . netanyahu’s office said in the statement released on saturday morning . biden administration officials and some israeli analysts said they believed that israel still supported the proposal mr . biden described on friday , and that mr . netanyahu’s statement on saturday was more tailored to his domestic audience and meant to manage his far-right cabinet members , rather than to push back against the white house . mr . biden is eager for the war to end , with the american presidential election just five months away . but mr . netanyahu’s domestic political worries could prove paramount . on saturday night , two of mr . netanyahu’s far-right coalition partners — bezalel smotrich and itamar ben-gvir — threatened to quit his government should he move forward with the proposal . mr . ben-gvir labeled the terms of the agreement a “ total defeat ” and a “ victory for terrorism . ” if both of their parties left his coalition , it could mark the end of mr . netanyahu’s government . we are having trouble retrieving the article content . please enable javascript in your browser settings . thank you for your patience while we verify access . if you are in reader mode please exit andlog intoyour times account , orsubscribefor all of the times . thank you for your patience while we verify access . already a subscriber?log in . want all of the times?subscribe . advertisement","after biden’s push for truce , netanyahu calls israel’s war plans unchanged"
2024-05-06T21:59:21+0000,The New York Times,,researchers identify jews aided by catholics in nazi era as pope was silent
2024-04-11T15:28:54+0000,The New York Times,,riding rage over israel to online prominence
2024-03-15T15:28:28+0000,The New York Times,,first ship carrying food aid arrives in gaza
2024-04-17T16:33:15+0000,The New York Times,,"johnson pushes ahead on foreign aid bill , teeing up a weekend vote"
2024-03-21T08:07:44+0000,The New York Times,,blinken describes u.s . push at the u.n . for gaza cease-fire
2024-04-21T04:01:15+0000,The New York Times,,"crackdowns , attacks and threat of war put iranians on edge"
2024-05-10T21:26:01+0000,The New York Times,"israel-hamaswar advertisement the united states among a handful of holdouts on the vote , which was widely seen as a rebuke of the americans and israel . byerica l . green reporting from washington a white house spokesman on friday defended the united states ’ decision to opposea u.n . resolution declaring support for palestinian statehood , saying that such a measure should be negotiated in the middle east . the united states was among a handful of holdouts as the united nations general assembly overwhelmingly adopted a resolution declaring that palestinians qualify for full membership at the united nations . the vote was widely seen as a rebuke of israel and the united states as global outrage mounts over the israel-hamas war . john f . kirby , a white house national security spokesman , said president biden remained “ fully and firmly committed ” to a palestinian state , but the u.n . resolution was not the way to establish it . “ we continue to believe in the power and promise of a two-state solution , and an independent state for the palestinian people , ” mr . kirby told reporters . “ we also believe that the best way to do that is through direct negotiations with the parties and not through a vote of the u.n . of this kind . ” friday’s vote comes as the ties between the united states and israel , its closest ally in the middle east , are tested over the war in gaza . more than 34,000 people have died in gaza , including both combatants and civilians , and the director of the world food program has said that parts of the gaza strip are experiencing a “ full-blown famine . ” the united states is thebiggest supplier of weaponsto israel , and mr . biden is hoping to use that leverage to get prime minister benjamin netanyahu of israel to forgo a long-threatened invasion of rafah , the southern gaza city where more than one million palestinians have taken refuge . we are having trouble retrieving the article content . please enable javascript in your browser settings . thank you for your patience while we verify access . if you are in reader mode please exit andlog intoyour times account , orsubscribefor all of the times . thank you for your patience while we verify access . already a subscriber?log in . want all of the times?subscribe . advertisement",white house defends voting ‘ no ’ on u.n . resolution supporting palestinian statehood
2024-04-04T21:28:52+0000,The New York Times,,iran says 17-hour battle with separatists leaves 28 dead in 2 cities
2024-04-15T05:41:43+0000,The New York Times,"israel-hamaswar advertisement supported by news analysis the iranian attack on israeli territory made the middle east’s new reality undeniable : clashes are getting harder and harder to contain . byalissa j . rubinandvivian nereim arab countries , from the united arab emirates and oman to jordan and egypt , have tried for months to tamp down the conflict between israel and hamas , especially after it widened to include armed groups backed by iran and embedded deep within the arab world . some of them , like the houthis , threaten arab governments as well . but the iranian drone and missile attack on israel over the weekend , which put the entire region on alert , made the new reality unavoidable : unlike past israeli-palestinian conflicts , and even those involving israel and lebanon or syria , this one keeps expanding . “ part of why these wars were contained was that they were not a direct confrontation between israel and iran , ” said randa slim , a senior fellow at the washington-based middle east institute . “ but now we are entering this era where a direct confrontation between israel and iran — that could drag the region into the conflict and that could drag the u.s . in — now that prospect of a regional war is going to be on the table all the time . ” for the moment , the only countervailing force is the desire of both the united states and its longtime foe iran to avoid a widening of the conflict , said joost hiltermann , the international crisis group's program director for the middle east and north africa . “ i am heartened by the fact that the only ones who want a war are israel and hamas , ” he said . “ the iranians are still talking to the americans , ” he said , referring to messages sent in recent days between the two by intermediaries including switzerland and oman . the iranian message , said mr . hiltermann , made clear they were looking to demonstrate their power , not expand the war . “ they said , ‘ there is going to be an attack , but we are going to keep it limited . ’ ” we are having trouble retrieving the article content . please enable javascript in your browser settings . thank you for your patience while we verify access . if you are in reader mode please exit andlog intoyour times account , orsubscribefor all of the times . thank you for your patience while we verify access . already a subscriber?log in . want all of the times?subscribe . advertisement","with iran’s strikes , arab countries fear an expanding conflict"
2024-03-01T17:53:04+0000,The New York Times,"israel-hamaswar advertisement the president said that the united states would work with jordan and other allies to deliver aid by air and that supplies could eventually be delivered by sea . byjulian e . barnesandzolan kanno-youngs reporting from washington president biden said on friday that the united states would begin airdropping humanitarian relief supplies into gaza , a decision prompted bythe dozens of palestinians who were killed as israeli forces opened firenear an aid convoy in gaza city a day earlier . “ innocent people got caught in a terrible war unable to feed their families , and you saw the response when they tried to get aid in , ” mr . biden said before meeting with prime minister giorgia meloni of italy . “ and we need to do more , and the united states will do more . ” mr . biden said that the united states would work with jordan , which has been at the forefront of airdrop efforts to gaza , as well as other allies to deliver aid by air and that supplies could , eventually , also be delivered by sea . “ aid flowing to gaza is nowhere nearly enough now , ” mr . biden said . “ innocent lives are on the line , and children’s lives are on the line . ” mr . biden and ms . meloni discussed efforts to prevent the war in gaza from becoming a larger conflict , as well as support for ukraine and steps to address human trafficking and global migration . john f . kirby , a senior national security council official , said that the first airdrops would focus on food , followed by water and medicine . a u.s . military official said the air force plans to drop 50,000 meal rations . we are having trouble retrieving the article content . please enable javascript in your browser settings . thank you for your patience while we verify access . if you are in reader mode please exit andlog intoyour times account , orsubscribefor all of the times . thank you for your patience while we verify access . already a subscriber?log in . want all of the times?subscribe . advertisement",biden says u.s . will begin aid airdrops in gaza
2024-04-08T23:00:12+0000,The New York Times,,"active fighting subsides in gaza , but the war is not over , officials say"
2024-05-30T04:01:02+0000,The New York Times,"israel-hamaswar advertisement supported by the interpreter there is a substantial consensus among legal experts that israel cannot continue its current rafah offensive without violating the court’s order . byamanda taub reporting from london i had two thoughts on friday as i listened to the chief judge of the international court of justice tell israel to halt its military offensive in rafah , the city in southern gaza to which more than a million displaced people fled earlier in the conflict . the first was thatthe court’s rulingwas unusually forceful : the judge said israel “ must halt ” its military offensive in rafah “ immediately . ” many observers had not expected the court to issue such a direct order because it has no jurisdiction to impose similar requirements on hamas , israel’s opponent in the war . my second thought was that the court’s use of punctuation was definitely going to provoke debate . here’s the key part of the ruling : the state of israel shall , in conformity with its obligations under the convention on the prevention and punishment of the crime of genocide , and in view of the worsening conditions of life faced by civilians in the rafah governorate : immediately halt its military offensive , and any other action in the rafah governorate , which may inflict on the palestinian group in gaza conditions of life that could bring about its physical destruction in whole or in part . sure enough , for several days some legal scholars have been arguing about whether the clause that begins “ which may inflict ” put conditions on the order to “ immediately halt . ” has israel been told to halt its offensive , or to do so only if that offensive is about to partly or completely destroy palestinians as a group ? in some ways , the debate is a distraction . there is a substantial consensus among legal experts that israel cannot continue its current offensive in rafah without violating the court’s order . five leading legal scholars i contacted said the order was clear on that point , and more saidthe sameininterviewsandsocial mediapostsonline . ( “ the current offensive as currently planned and executed is prohibited under any reading , ” wroteadil haque , an international law expert at rutgers university . “ this sentence means israel must halt its current military offensive in rafah , ” wrotejanina dill , the co-director of the oxford institute for ethics , law , and armed conflict . ) we are having trouble retrieving the article content . please enable javascript in your browser settings . thank you for your patience while we verify access . if you are in reader mode please exit andlog intoyour times account , orsubscribefor all of the times . thank you for your patience while we verify access . already a subscriber?log in . want all of the times?subscribe . advertisement",what the i.c.j . ruling actually means for israel’s offensive in rafah
2024-04-01T13:55:06+0000,The New York Times,,a new york reporter with a new perspective
2024-04-10T22:32:16+0000,The New York Times,,trump again insults jews who support biden
2024-06-05T15:05:05+0000,The New York Times,"israel-hamaswar advertisement neither israel or hamas have said definitively whether they would accept or reject a proposal outlined by president biden , but sizable gaps between the two sides appear to remain . bymatthew mpoke bigg president biden raised hopes last week when he endorsed a plan that he said could lead to a “ cessation of hostilities permanently . ” he said israel had put forward the plan , but neither israel nor hamas has said definitively that they would accept or reject the proposal , and they appear to still be locked in disagreement over fundamental issues . here’s a look at what is known about the cease-fire deal , which key points still must be negotiated , and the hurdles still ahead : israel and hamas agreed to a cease-fire in november that lasted for a week . but the proposal now on the table — as laid out by mr . biden , a senior u.s . administration official and israeli officials — is more ambitious . major issues remain unresolved , including whether hamas would remain in control of the gaza strip . the proposalwould unfold in three phases . inphase one , among other things , israel would withdraw from population centers in gaza during a six-week cease-fire , and dozens of women and elderly hostages held in gaza by hamas and its allies would be exchanged for hundreds of palestinian detainees in israeli prisons . during that time , talks over a permanent cease-fire would continue , and if successful , the deal would enter phase two , with the full withdrawal of israel’s military from the enclave . all hostages and more palestinian prisoners would be freed . under phase three , hamas would return the bodies of hostages who had died , and a three - to five-year reconstruction period , backed by the united states , european countries and international institutions , would begin . one of the key gaps between hamas and israel over the plan is the length of the cease-fire and the future role of hamas . prime minister benjamin netanyahu of israel said on monday that he was open to a six-week cease-fire , according to a person who attended a closed-door meeting he held with israeli lawmakers . but publicly he has said that israel will fight until hamas’s governing and military capabilities are destroyed . we are having trouble retrieving the article content . please enable javascript in your browser settings . thank you for your patience while we verify access . if you are in reader mode please exit andlog intoyour times account , orsubscribefor all of the times . thank you for your patience while we verify access . already a subscriber?log in . want all of the times?subscribe . advertisement",here’s a closer look at the hurdles to a cease-fire deal
2024-04-24T10:51:46+0000,The New York Times,,"after u.n . report , germany says it will resume funding for unrwa"
2024-06-02T17:04:53+0000,The New York Times,"israel-hamaswar advertisement supported by news analysis the israeli prime minister has been put on the spot by president biden’s announcement outlining a proposal for a truce . byisabel kershner reporting from jerusalem for months , prime minister benjamin netanyahu of israel has refused to offer a timeline for ending the war against hamas in gaza , a stance his critics see as a political tactic . but he has been put on the spot by president biden’s announcementoutlining a proposal for a truce . mr . netanyahu , a conservative , has long juggled competing personal , political and national interests . he now appears to be facing a stark choice between the survival of his hard-line , hawkish government and bringing home hostages held in gaza while setting himself and israel on a new course away from growing internationalisolation . critics of the prime minister have portrayed him as indecisive and say there are two netanyahus . one , they say , functions pragmatically in the small war cabinet he formed with some centrist rivals , to give it public legitimacy . the other is effectively being held hostage by the far-right members of his governing coalition , who oppose any concession to hamas and who ensure his political survival . on friday , mr . biden outlined broad terms that he said were presented by israel to the american , qatari and egyptian mediators who have been pushing for a deal to pause the fighting and free hostages in gaza . israeli officials confirmed that the terms matched a cease-fire proposal that had been approved by israel’s war cabinet but not yet presented to the israeli public . now , analysts say , it is crunchtime for bibi , as the prime minister is popularly known . mr . biden “ booted netanyahu out of the closet of ambiguity and presented netanyahu’s proposal himself , ” ben caspit , a biographer and longtime critic of the prime minister , wrote in sunday’s maariv , a hebrew daily . “ then he asked a simple question : does bibi support netanyahu’s proposal ? yes or no . no nonsense and hot air . ” the leaders of two far-right parties in the coalition — bezalel smotrich , israel’s minister of finance , and itamar ben-gvir , the national security minister — have pledged to bring mr . netanyahu’s government down if the prime minister goes along with the deal outlined by mr . biden before hamas is fully destroyed . some hard-line members of mr . netanyahu’s own likud party have said they will join them . we are having trouble retrieving the article content . please enable javascript in your browser settings . thank you for your patience while we verify access . if you are in reader mode please exit andlog intoyour times account , orsubscribefor all of the times . thank you for your patience while we verify access . already a subscriber?log in . want all of the times?subscribe . advertisement",netanyahu may face a choice between a truce and his government’s survival
2024-04-30T21:11:13+0000,The New York Times,,tensions rise at u.n.c . chapel hill after dozens of pro-palestinian demonstrators are detained
2024-03-20T16:04:45+0000,The New York Times,,congress seeks to bar funding for u.n . agency for palestinians
2024-03-07T15:03:45+0000,The New York Times,,hamas negotiators leave cairo with no breakthrough in cease-fire talks
2024-03-26T12:15:38+0000,The New York Times,,israel presses on with strikes in gaza after u.n . cease-fire resolution
